Time	Value
110360035	0
110370007	0
110380007	0
110390007	0
110400007	0
110410007	0
110420007	0
110430007	0
110440007	0
110450015	0
110460007	0
110470007	0
110480007	0
110490007	0
110500007	0
110510007	0
110520007	0
110530007	0
110540007	0
110550011	0
110560007	0
110570007	0
110580007	0
110590007	0
110600007	0
110610007	0
110620007	0
110630007	0
110640007	0
110650007	1
110660011	1
110670007	1
110680007	1
110690007	1
110700007	1
110710007	1
110720007	1
110730007	1
110740007	1
110750007	1
110760011	1
110770007	1
110780007	1
110790007	1
110800007	1
110810007	1
110820007	1
110830007	1
110840007	1
110850580	1
110860011	1
110870007	1
110880007	1
110890007	1
110900007	1
110910007	1
110920007	1
110930007	1
110940007	1
110950007	1
110960011	1
110970007	1
110980007	1
110990007	1
111000007	1
111010007	1
111020007	1
111030007	1
111040007	1
111050007	1
111060007	1
111070011	1
111080007	1
111090007	1
111100007	1
111110007	1
111120007	1
111130007	1
111140007	1
111150007	1
111160007	1
111170011	1
111180007	1
111190007	1
111200007	1
111210007	1
111220007	1
111230007	1
111240007	1
111250007	1
111260190	1
111270011	1
111280007	1
111290007	1
111300007	1
111310007	1
111320007	1
111330007	1
111340007	1
111350007	1
111360007	1
111370007	1
111380007	1
111390007	1
111400007	1
111410007	1
111420007	1
111430007	1
111440007	1
111450007	1
111460007	1
111470584	1
111480007	1
111490007	1
111500007	1
111510007	1
111520007	1
111530007	1
111540007	1
111550007	0
111560007	0
111570007	0
111580011	0
111590007	0
111600007	0
111610007	0
111620007	0
111630007	0
111640007	0
111650007	0
111660007	0
111670007	0
111680011	0
111690007	0
111700007	0
111710007	0
111720007	0
111730007	0
111740007	0
111750007	0
111760007	0
111770007	0
111780011	0
111790007	0
111800007	0
111810007	0
111820007	0
111830007	0
111840007	0
111850007	1
111860007	1
111870007	1
111880165	1
111890007	1
111900007	1
111910007	1
111920007	1
111930007	1
111940007	1
111950007	1
111960007	1
111970007	1
111980007	1
111990011	1
112000007	1
112010007	1
112020007	1
112030007	1
112040007	1
112050007	1
112060007	1
112070007	1
112080007	1
112090011	1
112100007	1
112110007	1
112120007	1
112130007	1
112140007	1
112150007	1
112160007	1
112170007	1
112180007	1
112190011	1
112200007	1
112210007	1
112220007	1
112230007	1
112240007	1
112250007	1
112260007	1
112270007	1
112280007	1
112290011	1
112300007	1
112310007	1
112320007	1
112330007	1
112340007	1
112350007	1
112360007	1
112370007	1
112380007	1
112390007	1
112400011	1
112410007	1
112420007	1
112430007	1
112440007	1
112450007	1
112460007	1
112470007	1
112480007	1
112490007	1
112500011	1
112510007	1
112520007	1
112530007	1
112540007	1
112550007	1
112560007	1
112570007	1
112580007	1
112590007	1
112600011	1
112610007	1
112620007	1
112630007	1
112640007	1
112650007	1
112660007	1
112670007	1
112680007	1
112690007	1
112700011	1
112710007	1
112720007	1
112730007	1
112740007	1
112750007	1
112760007	1
112770007	1
112780007	1
112790007	1
112800007	1
112810019	1
112820007	1
112830007	1
112840007	1
112850007	1
112859998	1
112870007	1
112880007	1
112890007	1
112900011	1
112910011	1
112920007	1
112930007	1
112940007	1
112950007	1
112960007	1
112970007	1
112980007	1
112990007	1
113000007	1
113010011	1
113020007	1
113030007	1
113040007	1
113050007	0
113060031	0
113070007	0
113080007	0
113090007	0
113100007	0
113110011	0
113120007	0
113130007	0
113140007	0
113150007	0
113160007	0
113170007	0
113180007	0
113190007	0
113200007	0
113210011	0
113220011	0
113230007	0
113240007	0
113250007	0
113260007	0
113270007	0
113280007	0
113290007	0
113300007	0
113310007	0
113320011	0
113330007	0
113340007	0
113350007	0
113360007	0
113370007	0
113380007	0
113390007	0
113400007	0
113410584	0
113420011	0
113430007	0
113440007	0
113450007	0
113460007	0
113470007	0
113480007	0
113490007	0
113500007	0
113510007	0
113520011	0
113530007	0
113540007	0
113550007	0
113560007	0
113570007	0
113580007	0
113590007	0
113600007	0
113610007	0
113620007	0
113630011	0
113640007	0
113650007	0
113660007	0
113670007	0
113680007	0
113690007	0
113700007	0
113710007	0
113720007	0
113730011	0
113740007	0
113750007	0
113760007	0
113770007	0
113780007	0
113790007	0
113800007	0
113810007	0
113820185	0
113830011	0
113840007	0
113850007	0
113860007	0
113870007	0
113880007	0
113890007	0
113900007	0
113910007	0
113920007	0
113930011	0
113940007	0
113950007	0
113960007	0
113970007	0
113980007	0
113990007	0
114000007	0
114010007	0
114020007	0
114030551	0
114040007	0
114050007	0
114060007	0
114070007	0
114080007	0
114090007	0
114100007	0
114110007	0
114120007	0
114130007	0
114140011	0
114150007	0
114160007	0
114170007	0
114180007	0
114190007	0
114200007	0
114210007	0
114220007	0
114230007	0
114240011	0
114250007	0
114260007	0
114270007	0
114280007	0
114290007	0
114300007	0
114310007	0
114320007	0
114330007	0
114340011	0
114350007	0
114360007	0
114370007	0
114380007	0
114390007	0
114400007	0
114410007	0
114420007	0
114430007	0
114440163	0
114450007	0
114460007	0
114470007	0
114480007	0
114490007	0
114500007	0
114510007	0
114520007	0
114530007	0
114540007	0
114550011	0
114560007	0
114570007	0
114580007	0
114590007	0
114600007	0
114610007	0
114620007	0
114630007	0
114640007	0
114650011	0
114660007	0
114670007	0
114680007	0
114690007	0
114700007	0
114710007	0
114720007	0
114730007	0
114740007	0
114750011	0
114760007	0
114770007	0
114780007	0
114790007	0
114800007	0
114810007	0
114820007	0
114830007	0
114840007	0
114850011	0
114860007	0
114870007	0
114880007	0
114890007	0
114900007	0
114910007	0
114920007	0
114930007	0
114940007	0
114950007	0
114960011	0
114970007	0
114980007	0
114990007	0
115000007	0
115010007	0
115020007	0
115030007	0
115040007	0
115050007	0
115060011	0
115070007	0
115080007	0
115090007	0
115100007	0
115110007	0
115120007	0
115130007	0
115140007	0
115150007	0
115160011	0
115170007	0
115180007	0
115190007	0
115200007	0
115210007	0
115220007	0
115230007	0
115240007	0
115250007	0
115260011	0
115270007	0
115280007	0
115290007	0
115300007	0
115310007	0
115320007	0
115330007	0
115340007	0
115350007	0
115360007	0
115370011	0
115380007	0
115390007	0
115400007	0
115410007	0
115420007	0
115430007	0
115440007	0
115450007	0
115460007	0
115470011	0
115480007	0
115490007	0
115500007	0
115510007	0
115520007	0
115530007	0
115540007	0
115550007	0
115560007	0
115570011	0
115580007	0
115590007	0
115600007	0
115610007	0
115620007	0
115630007	0
115640007	0
115650007	0
115660007	0
115670011	0
115680007	0
115690007	0
115700007	0
115710007	0
115720007	0
115730007	0
115740007	0
115750007	0
115760007	0
115770007	0
115780011	0
115790007	0
115800007	0
115810007	0
115820007	0
115830007	0
115840007	0
115850007	0
115860007	0
115870007	0
115880011	0
115890007	0
115900007	0
115910007	0
115920007	0
115930007	0
115940007	0
115950007	0
115960007	0
115970595	0
115980011	0
115990007	0
116000007	0
116010007	0
116020007	0
116030007	0
116040007	0
116050007	0
116060007	0
116070007	0
116080011	0
116090007	0
116100007	0
116110007	0
116120007	0
116130007	0
116140007	0
116150007	0
116160007	0
116170007	0
116180007	0
116190011	0
116200007	0
116210007	0
116220007	0
116230007	0
116240007	0
116250007	0
116260007	0
116270007	0
116280007	0
116290011	0
116300007	0
116310007	0
116320007	0
116330007	0
116340007	0
116350007	0
116360007	0
116370007	0
116380198	0
116390011	0
116400007	0
116410007	0
116420007	0
116430007	0
116440007	0
116450007	0
116460007	0
116470007	0
116480007	0
116490011	0
116500007	0
116510007	0
116520007	0
116530007	0
116540007	0
116550007	0
116560007	0
116570007	0
116580007	0
116590551	0
116600007	0
116610007	0
116620007	0
116630007	0
116640007	0
116650007	0
116660007	0
116670007	0
116680007	0
116690007	0
116700011	0
116710007	0
116720007	0
116730007	0
116740007	0
116750007	0
116760007	0
116770007	0
116780007	0
116790007	0
116800011	0
116810007	0
116820007	0
116830007	0
116840007	0
116850007	0
116860007	0
116870007	0
116880007	0
116890007	0
