Time	Value
238898508	1
238908484	1
238918484	1
238928484	1
238938484	1
238948484	1
238958484	1
238968484	1
238978484	1
238988488	1
238998484	1
239008484	1
239018484	1
239028484	1
239038484	1
239048484	1
239058484	1
239068484	1
239078484	1
239088484	1
239098484	1
239108484	1
239118484	1
239128484	1
239138484	1
239148484	1
239158484	1
239168484	1
239178484	1
239188484	1
239198484	1
239208484	1
239218484	1
239228484	1
239238484	1
239248484	1
239258484	1
239268484	1
239278484	1
239288484	1
239298484	1
239308484	1
239318484	1
239328484	1
239338484	1
239348484	1
239358484	1
239368484	1
239378484	1
239388484	1
239398484	1
239408484	1
239418484	1
239428484	1
239438484	1
239448484	1
239458484	1
239468484	1
239478484	1
239488484	1
239498574	1
239508484	1
239518484	1
239528484	1
239538484	1
239548484	1
239558484	1
239568484	1
239578484	1
239588484	1
239598484	1
239608484	1
239618484	1
239628484	1
239638484	1
239648484	1
239658484	1
239668484	1
239678484	1
239688484	1
239698484	1
239708484	1
239718484	1
239728484	1
239738484	1
239748484	1
239758484	1
239768484	1
239778484	1
239788484	1
239798484	1
239808484	1
239818484	1
239828484	1
239838484	1
239848484	1
239858484	1
239868484	1
239878484	1
239888484	1
239898484	1
239908484	1
239918484	1
239928484	1
239938484	1
239948484	1
239958484	1
239968484	1
239978484	1
239988484	1
239998484	1
240008484	1
240018484	1
240028484	1
240038484	1
240048484	1
240058484	1
240068488	1
240078484	1
240088484	1
240098484	1
240108484	1
240118488	1
240128484	1
240138484	1
240148484	1
240158484	1
240168484	1
240178484	1
240188484	1
240198484	1
240209224	1
240218484	1
240228484	1
240238484	1
240248484	1
240258484	1
240268484	1
240278484	1
240288488	1
240298484	1
240308484	1
240318484	1
240328484	1
240338484	1
240348484	1
240358484	1
240368484	1
240378484	1
240388484	1
240398484	1
240408484	1
240418488	1
240428484	1
240438484	1
240448484	1
240458484	1
240468484	1
240478484	1
240488484	1
240498484	1
240508484	1
240518484	1
240528484	1
240538484	1
240548484	1
240558484	1
240568484	1
240578484	1
240588484	1
240598484	1
240608484	1
240618794	1
240628484	1
240638484	1
240648484	1
240658484	1
240668484	1
240678484	1
240688484	1
240698484	1
240708484	1
240718484	1
240728484	1
240738484	1
240748484	1
240758484	1
240768484	1
240778484	1
240788484	1
240798484	1
240808484	1
240818484	1
240829214	1
240838484	1
240848484	1
240858484	1
240868484	1
240878484	1
240888484	1
240898484	1
240908484	1
240918484	1
240928484	1
240938484	1
240948484	1
240958484	1
240968484	1
240978484	1
240988484	1
240998484	1
241008484	1
241018484	1
241028484	1
241038484	1
241048484	1
241058484	1
241068484	1
241078484	1
241088484	1
241098484	1
241108484	1
241118484	1
241128484	1
241138488	1
241148484	1
241158484	1
241168484	1
241178484	1
241188484	1
241198484	1
241208484	1
241218484	1
241228484	1
241238816	1
241248484	1
241258484	1
241268484	1
241278484	1
241288484	1
241298484	1
241308484	1
241318484	1
241328484	1
241338484	1
241348484	1
241358484	1
241368484	1
241378484	1
241388484	1
241398484	1
241408484	1
241418484	1
241428484	1
241438484	1
241448484	1
241458484	1
241468484	1
241478484	1
241488484	1
241498484	1
241508484	1
241518484	1
241528484	1
241538484	1
241548484	1
241558484	1
241568484	1
241578484	1
241588484	1
241598484	1
241608484	1
241618484	1
241628484	1
241638484	1
241648484	1
241658484	1
241668484	1
241678484	1
241688484	1
241698484	1
241708484	1
241718484	1
241728484	1
241738484	1
241748484	1
241758484	1
241768484	1
241778484	1
241788484	1
241798484	1
241808484	1
241818484	1
241828484	1
241838484	1
241848484	1
241858484	1
241868484	1
241878484	1
241888484	1
241898484	1
241908484	1
241918484	1
241928484	1
241938484	1
241948484	1
241958488	1
241968484	1
241978484	1
241988484	1
241998484	1
242008484	1
242018484	1
242028484	1
242038484	1
242048484	1
242058484	1
242068484	1
242078484	1
242088484	1
242098484	1
242108484	1
242118484	1
242128484	1
242138484	1
242148484	1
242158484	1
242168484	1
242178484	1
242188484	1
242198484	1
242208484	1
242218484	1
242228484	1
242238484	1
242248484	1
242258484	1
242268484	1
242278484	1
242288484	1
242298484	1
242308484	1
242318484	1
242328484	1
242338484	1
242348484	1
242358484	1
242368484	1
242378484	1
242388484	1
242398484	1
242408484	1
242418484	1
242428484	1
242438484	1
242448484	1
242458484	1
242468484	1
242478484	1
242488484	1
242498484	1
242508484	1
242518484	1
242528484	1
242538484	1
242548484	1
242558484	1
242568484	1
242578484	1
242588484	1
242598484	1
242608484	1
242618484	1
242628484	1
242638484	1
242648484	1
242658484	1
242668484	1
242678484	1
242688484	1
242698484	1
242708484	1
242718484	1
242728484	1
242738484	1
242748484	1
242758484	1
242769190	1
242778484	1
242788484	1
242798484	1
242808484	1
242818484	1
242828484	1
242838484	1
242848484	1
242858484	1
242868484	1
242878484	1
242888484	1
242898484	1
242908484	1
242918484	1
242928484	1
242938484	1
242948484	1
242958484	1
242968484	1
242978484	1
242988484	1
242998484	1
243008484	1
243018484	1
243028484	1
243038484	1
243048484	1
243058484	1
243068484	1
243078484	1
243088484	1
243098484	1
243108484	1
243118484	1
243128484	1
243138484	1
243148484	1
243158484	1
243168484	1
243178862	1
243188484	1
243198484	1
243208484	1
243218484	1
243228484	1
243238484	1
243248484	1
243258484	1
243268484	1
243278484	1
243288484	1
243298484	1
243308484	1
243318484	1
243328484	1
243338484	1
243348484	1
243358484	1
243368484	1
243378484	1
243389223	1
243398484	1
243408484	1
243418484	1
243428484	1
243438484	1
243448484	1
243458484	1
243468484	1
243478484	1
243488484	1
243498484	1
243508484	1
243518484	1
243528484	1
243538484	1
243548484	1
243558484	1
243568484	1
243578484	1
243588484	1
243598484	1
243608484	1
243618484	1
243628484	1
243638484	1
243648484	1
243658484	1
243668484	1
243678484	1
243688484	1
243698484	1
243708484	1
243718484	1
243728484	1
243738484	1
243748484	1
243758484	1
243768484	1
243778484	1
243788484	1
243798833	1
243808484	1
243818484	1
243828484	1
243838484	1
243848484	1
243858484	1
243868484	1
243878484	1
243888484	1
243898484	1
243908484	1
243918484	1
243928484	1
243938484	1
243948484	1
243958484	1
243968484	1
243978484	1
243988484	1
243998484	1
244008484	1
244018484	1
244028484	1
244038484	1
244048484	1
244058484	1
244068484	1
244078484	1
244088484	1
244098484	1
244108484	1
244118484	1
244128484	1
244138484	1
244148484	1
244158484	1
244168484	1
244178484	1
244188484	1
244198484	1
244208484	1
244218484	1
244228484	1
244238484	1
244248484	1
244258484	1
244268484	1
244278484	1
244288484	1
244298484	1
244308484	1
244318484	1
244328484	1
244338484	1
244348484	1
244358484	1
244368484	1
244378484	1
244388484	1
244398492	1
244408484	1
244418484	1
244428484	1
244438484	1
244448484	1
244458484	1
244468484	1
244478484	1
244488484	1
244498484	1
244508484	1
244518488	1
244528484	1
244538484	1
244548484	1
244558484	1
244568484	1
244578484	1
244588484	1
244598484	1
244608484	1
244618484	1
244628484	1
244638484	1
244648484	1
244658484	1
244668484	1
244678484	1
244688484	1
244698484	1
244708484	1
244718484	1
244728484	1
244738484	1
244748484	1
244758484	1
244768484	1
244778484	1
244788484	1
244798484	1
244808484	1
244818484	1
244828484	1
244838484	1
244848484	1
244858484	1
244868484	1
244878484	1
244888484	1
244898484	1
244908484	1
244918484	1
244928484	1
244938484	1
244948484	1
244958484	1
244968484	1
244978484	1
244988484	1
244998484	1
245008484	1
245018484	1
245028484	1
245038484	1
245048484	1
245058484	1
245068484	1
245078484	1
245088484	1
245098484	1
245108484	1
245118484	1
245128484	1
245138484	1
245148484	1
245158484	1
245168484	1
245178484	1
245188484	1
245198484	1
245208484	1
245218484	1
245228484	1
245238484	1
245248484	1
245258484	1
245268484	1
245278484	1
245288484	1
245298484	1
245308484	1
245318484	1
245329192	1
245338484	1
245348484	1
245358484	1
245368484	1
245378484	1
245388484	1
245398484	1
245408484	1
245418484	1
245428484	1
245438484	1
245448484	1
245458484	1
245468484	1
245478484	1
245488484	1
245498484	1
245508484	1
245518484	1
245528484	1
245538484	1
245548484	1
245558484	1
245568484	1
245578484	1
245588484	1
245598484	1
245608484	1
245618484	1
245628484	1
245638484	1
245648484	1
245658484	1
245668484	1
245678484	1
245688484	1
245698484	1
245708484	1
245718484	1
245728484	1
245738795	1
245748484	1
245758484	1
245768484	1
245778484	1
245788484	1
245798484	1
245808484	1
245818484	1
245828484	1
245838484	1
245848484	1
245858484	1
245868484	1
245878484	1
245888484	1
245898484	1
245908484	1
245918484	1
245928484	1
245938484	1
245949287	1
245958484	1
245968484	1
245978484	1
245988484	1
245998484	1
246008484	1
246018484	1
246028484	1
246038484	1
246048484	1
246058484	1
246068484	1
246078484	1
246088484	1
246098484	1
246108484	1
246118484	1
246128484	1
246138484	1
246148486	1
246158484	1
246168484	1
246178484	1
246188484	1
246198484	1
246208484	1
246218484	1
246228484	1
246238484	1
246248484	1
246258484	1
246268484	1
246278484	1
246288484	1
246298484	1
246308484	1
246318484	1
246328484	1
246338484	1
246348484	1
246358766	1
246368484	1
246378484	1
246388484	1
246398484	1
246408484	1
246418484	1
246428484	1
246438484	1
246448484	1
246458484	1
246468484	1
246478484	1
246488484	1
246498484	1
246508484	1
246518484	1
246528484	1
246538484	1
246548484	1
246558484	1
246568484	1
246578484	1
246588484	1
246598484	1
246608484	1
246618484	1
246628484	1
246638484	1
246648484	1
246658484	1
246668484	1
246678484	1
246688484	1
246698484	1
246708484	1
246718484	1
246728484	1
246738484	1
246748484	1
246758484	1
246768484	1
246778484	1
246788484	1
246798484	1
246808484	1
246818484	1
246828484	1
246838484	1
246848484	1
246858484	1
246868484	1
246878484	1
246888484	1
246898484	1
246908484	1
246918484	1
246928484	1
246938484	1
246948484	1
246958484	1
246968484	1
246978484	1
246988484	1
246998484	1
247008484	1
247018484	1
247028484	1
247038484	1
247048484	1
247058484	1
247068484	1
247078484	1
247088484	1
247098484	1
247108484	1
247118484	1
247128484	1
247138484	1
247148484	1
247158484	1
247168484	1
247178484	1
247188484	1
247198484	1
247208484	1
247218484	1
247228484	1
247238484	1
247248484	1
247258484	1
247268484	1
247278484	1
247288484	1
247298484	1
247308484	1
247318484	1
247328484	1
247338484	1
247348484	1
247358484	1
247368484	1
247378484	1
247388484	1
247398484	1
247408484	1
247418484	1
247428484	1
247438484	1
247448484	1
247458484	1
247468484	1
247478484	1
247488484	1
247498484	1
247508484	1
247518484	1
247528484	1
247538484	1
247548484	1
247558484	1
247568484	1
247578484	1
247588484	1
247598484	1
247608484	1
247618484	1
247628484	1
247638484	1
247648484	1
247658484	1
247668484	1
247678484	1
247688484	1
247698484	1
247708484	1
247718484	1
247728484	1
247738484	1
247748484	1
247758484	1
247768484	1
247778484	1
247788484	1
247798484	1
247808484	1
247818484	1
247828484	1
247838484	1
247848484	1
247858484	1
247868484	1
247878484	1
247889203	1
247898484	1
247908484	1
247918484	1
247928484	1
247938484	1
247948484	1
247958484	1
247968484	1
247978484	1
247988484	1
247998484	1
248008484	1
248018484	1
248028484	1
248038484	1
248048484	1
248058484	1
248068484	1
248078484	1
248088484	1
248098484	1
248108484	1
248118484	1
248128484	1
248138484	1
248148484	1
248158484	1
248168484	1
248178484	1
248188484	1
248198484	1
248208484	1
248218484	1
248228484	1
248238484	1
248248484	1
248258484	1
248268484	1
248278484	1
248288484	1
248298797	1
248308484	1
248318484	1
248328484	1
248338484	1
248348484	1
248358484	1
248368484	1
248378484	1
248388484	1
248398484	1
248408484	1
248418484	1
248428484	1
248438484	1
248448484	1
248458484	1
248468484	1
248478484	1
248488484	1
248498484	1
248509181	1
248518484	1
248528484	1
248538484	1
248548484	1
248558484	1
248568484	1
248578484	1
248588484	1
248598484	1
248608484	1
248618484	1
248628484	1
248638484	1
248648484	1
248658484	1
248668484	1
248678484	1
248688484	1
248698484	1
248708484	1
248718484	1
248728484	1
248738484	1
248748484	1
248758484	1
248768484	1
248778484	1
248788484	1
248798484	1
248808484	1
248818484	1
248828484	1
248838484	1
248848484	1
248858484	1
248868484	1
248878484	1
248888484	1
